Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
SPANDANA.NS,2.65,16.83,rsiBuySignal,atrSellSignal,9.0,14.0,23.0,23.0,39.13,6.35
SUNTV.NS,19.07,16.83,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.88
DODLA.NS,48.11,16.62,atrBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.35
OBCL.NS,-67.65,16.48,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,-0.24
DPSCLTD.NS,-54.29,16.39,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.3
AIAENG.NS,190.68,16.38,"stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.09
JLHL.NS,14.11,16.3,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,1.16
HLVLTD.NS,74.29,16.1,stochasticBuySignal,atrSellSignal,1.0,7.0,8.0,8.0,12.5,0.22
CAREERP.NS,180.92,16.0,stochasticBuySignal,atrSellSignal,3.0,8.0,11.0,11.0,27.27,0.09
MANOMAY.NS,48.87,15.61,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,0.32
WHIRLPOOL.NS,61.27,15.36,atrBuySignal,atrSellSignal,14.0,22.0,36.0,36.0,38.89,0.25
MUNJALAU.NS,78.94,15.22,atrBuySignal,atrSellSignal,9.0,28.0,37.0,37.0,24.32,0.19
GHCLTEXTIL.NS,18.71,15.17,atrBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.81
SURYALAXMI.NS,-47.06,15.16,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,14.0,23.0,23.0,39.13,-0.32
ZIMLAB.NS,-17.55,15.01,stochasticBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,-0.86
AHL.NS,97.02,14.9,atrBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.15
CCL.NS,114.14,14.31,atrBuySignal,atrSellSignal,13.0,25.0,39.0,39.0,33.33,0.13
POWERGRID.NS,172.64,14.18,"atrBuySignal,rsiBuySignal",atrSellSignal,17.0,20.0,37.0,37.0,45.95,0.08
AHLEAST.NS,52.84,14.08,atrBuySignal,atrSellSignal,8.0,15.0,23.0,23.0,34.78,0.27
DREAMFOLKS.NS,10.96,14.04,stochasticBuySignal,atrSellSignal,2.0,0.0,2.0,2.0,100.0,1.28
MINDACORP.NS,350.0,14.02,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,4.0,7.0,7.0,42.86,0.04
PARAS.NS,40.65,14.02,atrBuySignal,atrSellSignal,8.0,7.0,15.0,15.0,53.33,0.34
TMB.NS,-5.39,13.84,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-2.57
UTKARSHBNK.NS,14.48,13.82,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.95
OAL.NS,95.76,13.63,rsiBuySignal,atrSellSignal,9.0,11.0,20.0,20.0,45.0,0.14
DHARMAJ.NS,-11.6,13.31,rsiBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,-1.15
MEDICAMEQ.NS,-24.42,13.25,atrBuySignal,atrSellSignal,3.0,8.0,11.0,11.0,27.27,-0.54
UNIENTER.NS,119.42,12.98,atrBuySignal,atrSellSignal,8.0,15.0,23.0,23.0,34.78,0.11
LIBAS.NS,-26.56,12.82,stochasticBuySignal,atrSellSignal,5.0,9.0,14.0,14.0,35.71,-0.48
CONCOR.NS,153.84,12.81,atrBuySignal,atrSellSignal,17.0,23.0,40.0,40.0,42.5,0.08
HPAL.NS,53.06,12.63,atrBuySignal,atrSellSignal,4.0,7.0,11.0,11.0,36.36,0.24
YATHARTH.NS,37.8,12.04,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.32
PAYTM.NS,-75.79,11.99,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,-0.16
FEDERALBNK.NS,129.9,11.94,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.09
AAATECH.NS,368.75,11.88,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,20.0,27.0,27.0,25.93,0.03
ZYDUSWELL.NS,86.43,11.79,stochasticBuySignal,atrSellSignal,4.0,5.0,9.0,9.0,44.44,0.14
SECMARK.NS,13.97,11.78,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.84
RAMANEWS.NS,-37.39,11.48,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.31
GANESHBE.NS,83.27,11.45,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,5.0,13.0,13.0,61.54,0.14
REPRO.NS,96.78,11.24,stochasticBuySignal,atrSellSignal,3.0,10.0,13.0,13.0,23.08,0.12
HOMEFIRST.NS,66.86,11.23,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,10.0,15.0,15.0,33.33,0.17
RADIOCITY.NS,-71.51,10.94,rsiBuySignal,atrSellSignal,11.0,13.0,24.0,24.0,45.83,-0.15
RAMCOIND.NS,9.38,10.91,rsiBuySignal,atrSellSignal,13.0,19.0,33.0,33.0,39.39,1.16
PNBGILTS.NS,122.52,10.84,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.09
MANAKSIA.NS,107.5,10.64,stochasticBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,0.1
GRINFRA.NS,-24.37,10.6,atrBuySignal,atrSellSignal,6.0,6.0,12.0,12.0,50.0,-0.43
SUPRIYA.NS,-6.96,10.53,rsiBuySignal,atrSellSignal,4.0,3.0,7.0,7.0,57.14,-1.51
GSLSU.NS,25.9,10.38,atrBuySignal,atrSellSignal,3.0,4.0,7.0,7.0,42.86,0.4
NIITMTS.NS,31.67,10.38,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.33
IPL.NS,-34.07,10.27,rsiBuySignal,atrSellSignal,4.0,8.0,12.0,12.0,33.33,-0.3
MOIL.NS,78.32,10.25,atrBuySignal,atrSellSignal,19.0,26.0,45.0,45.0,42.22,0.13
CMSINFO.NS,59.3,10.21,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,5.0,10.0,10.0,50.0,0.17
YASHO.NS,5.32,10.18,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,1.91
STARCEMENT.NS,77.96,10.18,stochasticBuySignal,atrSellSignal,3.0,6.0,9.0,9.0,33.33,0.13
SINDHUTRAD.NS,10.15,10.15,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,1.0
BALAJITELE.NS,-9.11,10.1,stochasticBuySignal,atrSellSignal,3.0,8.0,11.0,11.0,27.27,-1.11
SULA.NS,67.23,9.99,atrBuySignal,atrSellSignal,4.0,4.0,8.0,8.0,50.0,0.15
HONDAPOWER.NS,62.33,9.84,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,22.0,33.0,33.0,33.33,0.16
ASHOKLEY.NS,109.07,9.75,"atrBuySignal,rsiBuySignal",atrSellSignal,21.0,20.0,41.0,41.0,51.22,0.09
YATRA.NS,7.87,9.58,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,1.22
INDOSTAR.NS,-57.2,9.52,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.17
SVPGLOB.NS,-93.58,9.37,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,3.0,5.0,5.0,40.0,-0.1
LATENTVIEW.NS,3.71,9.28,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,4.0,8.0,8.0,50.0,2.5
KIRIINDUS.NS,23.53,9.21,"atrBuySignal,stochasticBuySignal",atrSellSignal,4.0,7.0,11.0,11.0,36.36,0.39
HMAAGRO.NS,-89.23,9.18,atrBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,-0.1
MURUDCERA.NS,66.45,9.07,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,3.0,6.0,6.0,50.0,0.14
ACC.NS,77.91,9.05,rsiBuySignal,atrSellSignal,16.0,27.0,43.0,43.0,37.21,0.12
PYRAMID.NS,-7.77,8.98,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,-1.16
MEDPLUS.NS,-38.06,8.95,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.24
JAYBARMARU.NS,95.04,8.82,atrBuySignal,atrSellSignal,18.0,26.0,44.0,44.0,40.91,0.09
WINSOME.NS,94.59,8.79,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,8.0,11.0,11.0,27.27,0.09
KREBSBIO.NS,-7.2,8.28,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,14.0,25.0,25.0,44.0,-1.15
ERIS.NS,45.49,8.28,stochasticBuySignal,atrSellSignal,1.0,3.0,4.0,4.0,25.0,0.18
JINDALPOLY.NS,76.22,8.19,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,3.0,5.0,5.0,40.0,0.11
TECHNOE.NS,204.4,7.67,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.04
DEN.NS,-24.77,7.41,atrBuySignal,atrSellSignal,15.0,23.0,38.0,38.0,39.47,-0.3
ISGEC.NS,74.72,7.29,rsiBuySignal,atrSellSignal,4.0,10.0,14.0,14.0,28.57,0.1
PLASTIBLEN.NS,17.25,7.28,stochasticBuySignal,atrSellSignal,4.0,6.0,10.0,10.0,40.0,0.42
ANMOL.NS,12.55,7.1,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,9.0,12.0,12.0,25.0,0.57
INDIAMART.NS,288.06,6.79,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.02
LOTUSEYE.NS,106.01,6.78,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.06
KIRLPNU.NS,21.12,6.77,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,0.32
MADHAV.NS,-33.76,6.68,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,16.0,23.0,23.0,30.43,-0.2
RATNAVEER.NS,-3.4,6.54,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.92
TARSONS.NS,-44.33,6.49,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.15
ADVANIHOTR.NS,205.43,6.36,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,17.0,28.0,28.0,35.71,0.03
KANORICHEM.NS,86.81,6.33,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,20.0,29.0,29.0,31.03,0.07
SENCO.NS,135.63,6.26,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,0.05
AIROLAM.NS,260.42,6.2,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,21.0,34.0,34.0,32.35,0.02
KPIL.NS,131.6,6.09,atrBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.05
AJANTPHARM.NS,71.51,6.05,stochasticBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.08
EPIGRAL.NS,31.19,6.03,rsiBuySignal,atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.19
SBILIFE.NS,104.59,6.01,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,22.0,35.0,35.0,37.14,0.06
SUDARSCHEM.NS,91.76,6.01,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,4.0,2.0,6.0,6.0,66.67,0.07
CRISIL.NS,97.0,5.95,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,18.0,32.0,32.0,43.75,0.06
DISHTV.NS,-79.36,5.89,rsiBuySignal,atrSellSignal,14.0,25.0,39.0,39.0,35.9,-0.07
RITCO.NS,119.87,5.71,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,6.0,9.0,9.0,33.33,0.05
TORNTPOWER.NS,743.58,5.49,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.01
RUSTOMJEE.NS,20.9,5.01,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,4.0,6.0,6.0,33.33,0.24
MANKIND.NS,64.34,4.9,atrBuySignal,atrSellSignal,2.0,4.0,6.0,6.0,33.33,0.08
JAYSREETEA.NS,0.3,4.85,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,16.17
CENTURYTEX.NS,126.63,4.69,rsiBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.04
CLSEL.NS,68.4,4.53,stochasticBuySignal,atrSellSignal,2.0,2.0,4.0,4.0,50.0,0.07
TAKE.NS,-83.93,4.53,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,16.0,25.0,25.0,36.0,-0.05
POLICYBZR.NS,-0.4,4.51,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,-11.27
HTMEDIA.NS,-60.37,4.4,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.07
ARE&M.NS,56.79,4.33,atrBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.08
SADHNANIQ.NS,-36.64,4.06,stochasticBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,-0.11
DELHIVERY.NS,-15.48,4.01,rsiBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,-0.26
MEDIASSIST.NS,4.18,3.96,atrBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.95
KSCL.NS,84.11,3.93,rsiBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.05
FUSION.NS,43.97,3.78,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,5.0,6.0,6.0,16.67,0.09
PASUPTAC.NS,2.3,3.72,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,8.0,10.0,10.0,20.0,1.62
JSWINFRA.NS,52.07,3.54,atrBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.07
KITEX.NS,-33.41,3.43,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,16.0,30.0,30.0,46.67,-0.1
DOLLAR.NS,96.69,3.41,stochasticBuySignal,atrSellSignal,4.0,8.0,12.0,12.0,33.33,0.04
ASHIMASYN.NS,27.82,3.39,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.12
GAIL.NS,147.52,3.35,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.02
KRYSTAL.NS,11.94,3.33,atrBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.28
RAJSREESUG.NS,-9.34,3.3,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.35
VALIANTORG.NS,-71.95,3.3,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.05
JCHAC.NS,-19.09,3.28,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,20.0,27.0,27.0,25.93,-0.17
MAHLOG.NS,5.86,3.27,atrBuySignal,atrSellSignal,16.0,19.0,35.0,35.0,45.71,0.56
GOCOLORS.NS,-7.19,3.2,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,6.0,9.0,9.0,33.33,-0.45
HOVS.NS,-40.92,3.16,atrBuySignal,atrSellSignal,18.0,22.0,40.0,40.0,45.0,-0.08
MAXESTATES.NS,1.22,3.09,atrBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,2.53
SANDESH.NS,41.6,3.08,stochasticBuySignal,atrSellSignal,2.0,8.0,10.0,10.0,20.0,0.07
SAMBHAAV.NS,-8.7,2.94,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.34
UDS.NS,8.19,2.84,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.35
GODREJAGRO.NS,-8.26,2.57,stochasticBuySignal,atrSellSignal,4.0,4.0,8.0,8.0,50.0,-0.31
INDIGOPNTS.NS,-57.9,2.42,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,7.0,9.0,9.0,22.22,-0.04
SALZERELEC.NS,371.52,2.42,atrBuySignal,atrSellSignal,14.0,21.0,35.0,35.0,40.0,0.01
DICIND.NS,-1.24,2.18,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.76
CORDSCABLE.NS,137.89,2.08,stochasticBuySignal,atrSellSignal,3.0,6.0,9.0,9.0,33.33,0.02
LLOYDSME.NS,28.27,2.0,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.07
SUBROS.NS,245.82,1.94,atrBuySignal,atrSellSignal,13.0,26.0,39.0,39.0,33.33,0.01
SHIVALIK.NS,-41.11,1.83,stochasticBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,-0.04
OCCL.NS,-0.08,1.77,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-22.12
ADORWELD.NS,379.9,1.73,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.0
INDIASHLTR.NS,7.61,1.69,atrBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.22
YESBANK.NS,-89.54,1.63,"stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-0.02
HONASA.NS,14.89,1.56,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.1
UNIVASTU.NS,308.0,1.47,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,11.0,22.0,22.0,50.0,0.0
TATVA.NS,-47.45,1.14,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.02
GPPL.NS,56.04,0.95,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.02
JIOFIN.NS,48.69,0.72,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.01
ELIN.NS,-24.8,0.71,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.03
M&MFIN.NS,69.25,0.61,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.01
GICHSGFIN.NS,-21.48,0.53,rsiBuySignal,atrSellSignal,17.0,23.0,40.0,40.0,42.5,-0.02
VARDHACRLC.NS,14.7,0.34,stochasticBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,0.02
RISHABH.NS,-3.02,0.24,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.08
MOL.NS,-1.18,0.22,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.19
VINEETLAB.NS,9.42,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
AEROFLEX.NS,-12.96,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
ATAM.NS,-15.91,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
RADIANTCMS.NS,-15.49,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SAMHI.NS,37.87,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
VIRINCHI.NS,-2.76,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
RADHIKAJWE.NS,101.36,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
PVSL.NS,-12.58,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
MAHEPC.NS,-4.12,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
PLATIND.NS,-16.57,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
AARVEEDEN.NS,-66.42,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
UCAL.NS,9.65,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
PODDARHOUS.NS,-88.42,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
COMSYN.NS,-12.57,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
AARTECH.NS,83.77,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
TVSSCS.NS,-10.15,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
LORDSCHLO.NS,-27.61,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
PARKHOTELS.NS,-1.94,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
ROLEXRINGS.NS,60.66,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
CELLO.NS,7.72,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SAHYADRI.NS,-1.73,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
BESTAGRO.NS,-58.41,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
MUKTAARTS.NS,-20.48,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
MUKKA.NS,-14.56,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
MUFTI.NS,-41.05,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
BHARTIHEXA.NS,16.46,0.0,atrBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
RPTECH.NS,-1.07,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
RRKABEL.NS,69.72,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
BLSE.NS,-18.42,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
ASKAUTOLTD.NS,3.32,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
ASHOKAMET.NS,11.8,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
MUTHOOTMF.NS,-10.71,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
VPRPL.NS,14.55,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
RKSWAMY.NS,3.45,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
VALIANTLAB.NS,-6.08,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
BLUEJET.NS,-5.12,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
BOSCHLTD.NS,41.2,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
NIRAJISPAT.NS,4.99,0.0,atrBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
MMP.NS,73.11,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
NOVAAGRI.NS,-8.14,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
NIRAJ.NS,13.45,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
CAPITALSFB.NS,-18.78,0.0,rsiBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
VSTL.NS,-34.68,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
NDLVENTURE.NS,-74.19,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
NYKAA.NS,-54.25,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
MARICO.NS,99.09,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
ASTRON.NS,-82.03,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
ORIENTCER.NS,33.56,0.0,"atrBuySignal,stochasticBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
BAIDFIN.NS,-28.74,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
SAURASHCEM.NS,6.1,0.0,"atrBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SILGO.NS,17.36,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
EXICOM.NS,29.72,0.0,stochasticBuySignal,atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
JAGRAN.NS,-44.8,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
KALAMANDIR.NS,-12.43,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
GATECHDVR.NS,-78.34,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
THEINVEST.NS,-55.02,0.0,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
ELGIRUBCO.NS,15.57,0.0,"stochasticBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
