Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
MEP.NS,-77.26,82.1,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,0.0,3.0,3.0,100.0,-1.06
VERANDA.NS,40.34,80.9,atrBuySignal,atrSellSignal,5.0,7.0,12.0,12.0,41.67,2.01
PARAGMILK.NS,-19.51,80.82,atrBuySignal,atrSellSignal,15.0,22.0,37.0,37.0,40.54,-4.14
PPAP.NS,25.26,80.8,atrBuySignal,atrSellSignal,12.0,20.0,32.0,32.0,37.5,3.2
CTE.NS,0.16,80.71,atrBuySignal,atrSellSignal,16.0,28.0,44.0,44.0,36.36,504.44
SMLT.NS,122.59,80.44,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,3.0,10.0,10.0,70.0,0.66
UGROCAP.NS,118.03,80.33,atrBuySignal,atrSellSignal,4.0,6.0,10.0,10.0,40.0,0.68
SANDHAR.NS,63.39,80.25,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,16.0,23.0,23.0,30.43,1.27
VOLTAS.NS,296.03,79.9,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,24.0,38.0,38.0,36.84,0.27
MTARTECH.NS,63.88,79.78,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,6.0,11.0,11.0,45.45,1.25
BYKE.NS,-59.92,79.77,rsiBuySignal,atrSellSignal,13.0,16.0,29.0,29.0,44.83,-1.33
NITCO.NS,16.17,79.7,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,1.0,4.0,4.0,75.0,4.93
KOKUYOCMLN.NS,56.01,79.64,atrBuySignal,atrSellSignal,10.0,20.0,30.0,30.0,33.33,1.42
UTIAMC.NS,75.0,78.87,atrBuySignal,atrSellSignal,9.0,10.0,19.0,19.0,47.37,1.05
SONAMLTD.NS,329.5,78.5,atrBuySignal,atrSellSignal,13.0,29.0,43.0,43.0,30.23,0.24
MAHAPEXLTD.NS,-17.83,78.06,stochasticBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,-4.38
AYMSYNTEX.NS,32.0,77.64,atrBuySignal,atrSellSignal,12.0,16.0,28.0,28.0,42.86,2.43
NRL.NS,103.24,77.54,atrBuySignal,atrSellSignal,6.0,8.0,14.0,14.0,42.86,0.75
GODFRYPHLP.NS,201.62,77.33,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,19.0,34.0,34.0,44.12,0.38
EMIL.NS,135.5,77.29,rsiBuySignal,atrSellSignal,3.0,3.0,6.0,6.0,50.0,0.57
HISARMETAL.NS,533.8,77.1,stochasticBuySignal,atrSellSignal,5.0,5.0,10.0,10.0,50.0,0.14
MANAKALUCO.NS,394.44,76.84,rsiBuySignal,atrSellSignal,13.0,15.0,28.0,28.0,46.43,0.19
CROMPTON.NS,99.16,76.69,stochasticBuySignal,atrSellSignal,6.0,4.0,10.0,10.0,60.0,0.77
EMAMIPAP.NS,-25.12,76.03,atrBuySignal,atrSellSignal,10.0,17.0,27.0,27.0,37.04,-3.03
GREENPLY.NS,3.99,75.95,atrBuySignal,atrSellSignal,13.0,20.0,33.0,33.0,39.39,19.04
NAUKRI.NS,541.63,75.42,"atrBuySignal,rsiBuySignal",atrSellSignal,16.0,21.0,37.0,37.0,43.24,0.14
GEECEE.NS,120.12,75.05,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.62
PEL.NS,-7.09,74.43,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,20.0,31.0,31.0,35.48,-10.5
ALICON.NS,148.2,74.34,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,14.0,27.0,27.0,48.15,0.5
LUPIN.NS,2.78,74.24,atrBuySignal,atrSellSignal,15.0,25.0,40.0,40.0,37.5,26.71
APCOTEXIND.NS,268.75,73.8,rsiBuySignal,atrSellSignal,15.0,21.0,36.0,36.0,41.67,0.27
INDIANCARD.NS,24.19,73.77,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,14.0,24.0,24.0,37.5,3.05
MALUPAPER.NS,49.42,73.67,stochasticBuySignal,atrSellSignal,3.0,11.0,14.0,14.0,21.43,1.49
DOLATALGO.NS,123.72,73.61,atrBuySignal,atrSellSignal,10.0,11.0,21.0,21.0,47.62,0.59
KAYA.NS,-52.4,73.36,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,3.0,6.0,6.0,50.0,-1.4
QUICKHEAL.NS,78.96,72.98,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,15.0,24.0,24.0,37.5,0.92
ABFRL.NS,70.66,72.79,stochasticBuySignal,atrSellSignal,4.0,2.0,6.0,6.0,66.67,1.03
GICRE.NS,-25.75,72.51,"atrBuySignal,rsiBuySignal",atrSellSignal,6.0,18.0,24.0,24.0,25.0,-2.82
HATHWAY.NS,-38.27,72.49,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,14.0,23.0,23.0,39.13,-1.89
RBL.NS,-22.16,72.04,stochasticBuySignal,atrSellSignal,6.0,5.0,11.0,11.0,54.55,-3.25
JTEKTINDIA.NS,177.12,71.91,atrBuySignal,atrSellSignal,13.0,20.0,33.0,33.0,39.39,0.41
TORNTPHARM.NS,287.47,71.88,atrBuySignal,atrSellSignal,21.0,15.0,36.0,36.0,58.33,0.25
NATHBIOGEN.NS,27.12,71.81,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,4.0,6.0,6.0,33.33,2.65
BEPL.NS,591.46,71.71,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,24.0,37.0,37.0,35.14,0.12
MCDOWELL-N.NS,190.6,71.55,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,21.0,34.0,34.0,38.24,0.38
TCI.NS,476.75,71.52,atrBuySignal,atrSellSignal,12.0,24.0,36.0,36.0,33.33,0.15
MUTHOOTFIN.NS,479.15,71.49,atrBuySignal,atrSellSignal,20.0,21.0,41.0,41.0,48.78,0.15
SANGHIIND.NS,79.66,71.34,rsiBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.9
HUHTAMAKI.NS,37.2,71.33,atrBuySignal,atrSellSignal,13.0,19.0,32.0,32.0,40.62,1.92
AZAD.NS,86.18,71.21,atrBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.83
BROOKS.NS,-12.05,71.19,atrBuySignal,atrSellSignal,16.0,27.0,43.0,43.0,37.21,-5.91
APLLTD.NS,56.0,70.87,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,13.0,21.0,21.0,38.1,1.27
STCINDIA.NS,-41.51,70.8,stochasticBuySignal,atrSellSignal,7.0,6.0,13.0,13.0,53.85,-1.71
FDC.NS,100.72,70.8,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,13.0,25.0,25.0,48.0,0.7
SANOFI.NS,92.27,70.57,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,16.0,27.0,27.0,40.74,0.76
CESC.NS,143.4,70.39,atrBuySignal,atrSellSignal,13.0,26.0,39.0,39.0,33.33,0.49
ITDC.NS,197.4,70.29,atrBuySignal,atrSellSignal,12.0,24.0,36.0,36.0,33.33,0.36
MARSHALL.NS,-27.17,70.16,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,21.0,29.0,29.0,27.59,-2.58
DCW.NS,89.64,70.15,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,16.0,29.0,29.0,44.83,0.78
GILLETTE.NS,51.67,69.98,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,1.35
IBULHSGFIN.NS,-72.75,69.83,atrBuySignal,atrSellSignal,21.0,25.0,46.0,46.0,45.65,-0.96
GARFIBRES.NS,433.47,69.8,stochasticBuySignal,atrSellSignal,4.0,3.0,7.0,7.0,57.14,0.16
NAVNETEDUL.NS,33.27,69.5,"atrBuySignal,stochasticBuySignal",atrSellSignal,5.0,1.0,6.0,6.0,83.33,2.09
NHPC.NS,225.19,69.43,rsiBuySignal,atrSellSignal,17.0,18.0,35.0,35.0,48.57,0.31
RSSOFTWARE.NS,153.9,69.37,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,19.0,32.0,32.0,40.62,0.45
GOKULAGRO.NS,483.96,69.19,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,22.0,36.0,36.0,38.89,0.14
SPYL.NS,78.57,69.19,atrBuySignal,atrSellSignal,14.0,17.0,31.0,31.0,45.16,0.88
MITCON.NS,69.06,69.1,"atrBuySignal,stochasticBuySignal",atrSellSignal,8.0,9.0,20.0,20.0,40.0,1.0
ZEEL.NS,-68.37,69.0,atrBuySignal,atrSellSignal,16.0,23.0,39.0,39.0,41.03,-1.01
AMBUJACEM.NS,184.09,68.99,atrBuySignal,atrSellSignal,21.0,23.0,44.0,44.0,47.73,0.37
WINDMACHIN.NS,95.13,68.84,atrBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.72
STOVEKRAFT.NS,-4.61,68.84,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,-14.93
CENTENKA.NS,52.74,68.8,rsiBuySignal,atrSellSignal,15.0,19.0,34.0,34.0,44.12,1.3
GMBREW.NS,83.42,68.63,atrBuySignal,atrSellSignal,13.0,26.0,39.0,39.0,33.33,0.82
HERCULES.NS,251.91,68.63,atrBuySignal,atrSellSignal,16.0,18.0,34.0,34.0,47.06,0.27
VIPULLTD.NS,-43.67,68.63,atrBuySignal,atrSellSignal,17.0,22.0,39.0,39.0,43.59,-1.57
VHL.NS,74.01,68.51,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,12.0,23.0,23.0,47.83,0.93
CAMS.NS,124.89,68.44,rsiBuySignal,atrSellSignal,8.0,12.0,20.0,20.0,40.0,0.55
SESHAPAPER.NS,126.29,68.15,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,16.0,26.0,26.0,38.46,0.54
POCL.NS,964.52,67.84,stochasticBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.07
ZOMATO.NS,50.16,67.69,stochasticBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,1.35
MODISONLTD.NS,127.13,67.65,atrBuySignal,atrSellSignal,5.0,6.0,11.0,11.0,45.45,0.53
BANARISUG.NS,37.46,67.47,stochasticBuySignal,atrSellSignal,2.0,4.0,6.0,6.0,33.33,1.8
BHAGCHEM.NS,160.11,67.44,"atrBuySignal,rsiBuySignal",atrSellSignal,5.0,4.0,9.0,9.0,55.56,0.42
AARTISURF.NS,38.07,67.05,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,4.0,6.0,6.0,33.33,1.76
CONFIPET.NS,207.97,66.95,atrBuySignal,atrSellSignal,7.0,11.0,18.0,18.0,38.89,0.32
HAVELLS.NS,339.29,66.49,atrBuySignal,atrSellSignal,18.0,26.0,44.0,44.0,40.91,0.2
IITL.NS,173.8,66.25,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,24.0,40.0,40.0,37.5,0.38
MPSLTD.NS,138.66,66.08,atrBuySignal,atrSellSignal,15.0,22.0,37.0,37.0,40.54,0.48
HCC.NS,-6.09,66.05,stochasticBuySignal,atrSellSignal,2.0,6.0,8.0,8.0,25.0,-10.85
ICICIBANK.NS,365.96,66.02,"atrBuySignal,rsiBuySignal",atrSellSignal,19.0,22.0,41.0,41.0,46.34,0.18
SATINDLTD.NS,67.14,66.0,atrBuySignal,atrSellSignal,5.0,1.0,7.0,7.0,71.43,0.98
GMRINFRA.NS,642.89,65.8,atrBuySignal,atrSellSignal,16.0,25.0,42.0,42.0,38.1,0.1
PIONEEREMB.NS,-15.09,65.66,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,-4.35
KANSAINER.NS,26.36,65.51,atrBuySignal,atrSellSignal,14.0,17.0,31.0,31.0,45.16,2.49
DCBBANK.NS,10.51,65.41,atrBuySignal,atrSellSignal,19.0,20.0,39.0,39.0,48.72,6.22
PARADEEP.NS,56.95,65.33,stochasticBuySignal,atrSellSignal,3.0,0.0,3.0,3.0,100.0,1.15
FINOPB.NS,-46.88,65.09,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.39
UMAEXPORTS.NS,29.7,65.08,stochasticBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,2.19
PLAZACABLE.NS,17.33,65.0,atrBuySignal,atrSellSignal,2.0,0.0,2.0,2.0,100.0,3.75
HEUBACHIND.NS,-33.92,64.98,rsiBuySignal,atrSellSignal,11.0,23.0,34.0,34.0,32.35,-1.92
CHAMBLFERT.NS,417.87,64.87,stochasticBuySignal,atrSellSignal,4.0,1.0,5.0,5.0,80.0,0.16
MUKANDLTD.NS,163.43,64.51,atrBuySignal,atrSellSignal,14.0,25.0,39.0,39.0,35.9,0.39
GALAXYSURF.NS,53.03,64.24,rsiBuySignal,atrSellSignal,10.0,17.0,27.0,27.0,37.04,1.21
KSHITIJPOL.NS,-16.67,64.13,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,15.0,18.0,18.0,16.67,-3.85
INDOBORAX.NS,15.82,64.04,rsiBuySignal,atrSellSignal,5.0,1.0,6.0,6.0,83.33,4.05
TEGA.NS,98.31,63.97,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,4.0,8.0,8.0,50.0,0.65
RAINBOW.NS,189.1,63.76,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,5.0,9.0,9.0,44.44,0.34
NETWEB.NS,83.33,63.66,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.76
SJS.NS,20.09,63.13,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,2.0,6.0,6.0,66.67,3.14
PRIVISCL.NS,184.45,62.89,atrBuySignal,atrSellSignal,14.0,20.0,34.0,34.0,41.18,0.34
SWARAJENG.NS,83.38,62.85,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,20.0,31.0,31.0,35.48,0.75
RSWM.NS,-33.4,62.7,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,-1.88
PHOENIXLTD.NS,722.07,62.66,stochasticBuySignal,atrSellSignal,5.0,1.0,6.0,6.0,83.33,0.09
AVALON.NS,30.1,62.57,atrBuySignal,atrSellSignal,3.0,1.0,4.0,4.0,75.0,2.08
NTPC.NS,155.25,62.56,atrBuySignal,atrSellSignal,17.0,23.0,40.0,40.0,42.5,0.4
BAYERCROP.NS,35.9,62.45,rsiBuySignal,atrSellSignal,16.0,13.0,29.0,29.0,55.17,1.74
NAVKARCORP.NS,-35.74,62.4,atrBuySignal,atrSellSignal,15.0,23.0,38.0,38.0,39.47,-1.75
3MINDIA.NS,168.26,61.97,stochasticBuySignal,atrSellSignal,5.0,5.0,10.0,10.0,50.0,0.37
IONEXCHANG.NS,189.53,61.78,"atrBuySignal,rsiBuySignal",atrSellSignal,6.0,5.0,11.0,11.0,54.55,0.33
KKCL.NS,97.96,61.73,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,19.0,29.0,29.0,34.48,0.63
UEL.NS,-99.9,61.57,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,16.0,26.0,26.0,30.77,-0.62
SYRMA.NS,50.03,61.53,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,3.0,7.0,7.0,57.14,1.23
REDINGTON.NS,363.39,61.5,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.17
PFIZER.NS,125.92,61.41,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,17.0,27.0,27.0,37.04,0.49
MINDTECK.NS,227.38,61.29,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,19.0,30.0,30.0,36.67,0.27
RUBYMILLS.NS,9.51,61.24,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,15.0,26.0,26.0,42.31,6.44
MATRIMONY.NS,-35.27,61.21,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,-1.74
NESCO.NS,104.0,61.1,rsiBuySignal,atrSellSignal,14.0,14.0,28.0,28.0,50.0,0.59
JUSTDIAL.NS,208.2,61.05,rsiBuySignal,atrSellSignal,15.0,20.0,35.0,35.0,42.86,0.29
ZAGGLE.NS,74.11,60.97,atrBuySignal,atrSellSignal,2.0,0.0,2.0,2.0,100.0,0.82
SKFINDIA.NS,256.74,60.8,atrBuySignal,atrSellSignal,17.0,20.0,37.0,37.0,45.95,0.24
PONNIERODE.NS,92.63,60.71,stochasticBuySignal,atrSellSignal,3.0,6.0,9.0,9.0,33.33,0.66
RELCHEMQ.NS,-3.59,60.2,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,-16.77
SHALPAINTS.NS,61.38,60.19,"atrBuySignal,rsiBuySignal",atrSellSignal,11.0,17.0,28.0,28.0,39.29,0.98
LXCHEM.NS,51.93,60.12,atrBuySignal,atrSellSignal,4.0,12.0,16.0,16.0,25.0,1.16
SUPERSPIN.NS,-37.66,59.6,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,1.0,4.0,4.0,75.0,-1.58
STYLAMIND.NS,29.08,59.39,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,2.04
NIACL.NS,-39.77,59.24,"atrBuySignal,rsiBuySignal",atrSellSignal,12.0,11.0,23.0,23.0,52.17,-1.49
COROMANDEL.NS,270.91,59.18,atrBuySignal,atrSellSignal,13.0,25.0,38.0,38.0,34.21,0.22
HIMATSEIDE.NS,-55.87,59.12,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,3.0,6.0,6.0,50.0,-1.06
REPL.NS,300.33,58.87,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.2
AHLUCONT.NS,927.26,58.84,stochasticBuySignal,atrSellSignal,4.0,1.0,5.0,5.0,80.0,0.06
STEELCITY.NS,5.43,58.78,stochasticBuySignal,atrSellSignal,4.0,9.0,13.0,13.0,30.77,10.83
AVONMORE.NS,31.04,58.77,atrBuySignal,atrSellSignal,2.0,1.0,3.0,3.0,66.67,1.89
TCPLPACK.NS,214.07,58.7,"atrBuySignal,stochasticBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.27
SHAH.NS,28.07,58.62,"atrBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,2.09
THYROCARE.NS,-9.29,58.54,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,18.0,26.0,26.0,30.77,-6.3
STERTOOLS.NS,87.99,58.53,atrBuySignal,atrSellSignal,13.0,25.0,38.0,38.0,34.21,0.67
KALYANIFRG.NS,57.17,58.45,atrBuySignal,atrSellSignal,16.0,21.0,37.0,37.0,43.24,1.02
POKARNA.NS,157.41,58.21,atrBuySignal,atrSellSignal,12.0,28.0,40.0,40.0,30.0,0.37
BLAL.NS,-8.71,58.17,rsiBuySignal,atrSellSignal,4.0,0.0,4.0,4.0,100.0,-6.68
SGIL.NS,96.21,58.09,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.6
LYPSAGEMS.NS,-83.29,57.81,"atrBuySignal,rsiBuySignal",atrSellSignal,9.0,14.0,23.0,23.0,39.13,-0.69
MSUMI.NS,58.53,57.7,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.99
EMSLIMITED.NS,54.06,57.59,"atrBuySignal,rsiBuySignal",atrSellSignal,2.0,0.0,2.0,2.0,100.0,1.07
BIRLACORPN.NS,124.47,57.35,atrBuySignal,atrSellSignal,20.0,26.0,46.0,46.0,43.48,0.46
BRNL.NS,-71.65,57.34,"atrBuySignal,rsiBuySignal",atrSellSignal,7.0,10.0,17.0,17.0,41.18,-0.8
KTKBANK.NS,116.61,57.28,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,21.0,35.0,35.0,40.0,0.49
AXISBANK.NS,129.84,56.76,stochasticBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,0.44
SHRADHA.NS,93.86,56.04,"atrBuySignal,rsiBuySignal",atrSellSignal,6.0,15.0,21.0,21.0,28.57,0.6
JTLIND.NS,78.46,55.88,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,6.0,9.0,9.0,33.33,0.71
KOTARISUG.NS,254.23,55.85,stochasticBuySignal,atrSellSignal,3.0,8.0,11.0,11.0,27.27,0.22
JAMNAAUTO.NS,272.95,55.74,atrBuySignal,atrSellSignal,15.0,24.0,40.0,40.0,37.5,0.2
GENUSPAPER.NS,245.95,55.71,rsiBuySignal,atrSellSignal,14.0,21.0,35.0,35.0,40.0,0.23
MCX.NS,203.25,55.48,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,20.0,34.0,34.0,41.18,0.27
LINCOLN.NS,210.7,55.45,atrBuySignal,atrSellSignal,15.0,24.0,39.0,39.0,38.46,0.26
ESTER.NS,141.74,55.36,rsiBuySignal,atrSellSignal,14.0,25.0,39.0,39.0,35.9,0.39
ONGC.NS,43.17,55.06,"atrBuySignal,rsiBuySignal",atrSellSignal,15.0,18.0,33.0,33.0,45.45,1.28
RML.NS,95.48,54.89,atrBuySignal,atrSellSignal,11.0,23.0,34.0,34.0,32.35,0.57
PATINTLOG.NS,-40.9,54.86,"atrBuySignal,stochasticBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,-1.34
SATIA.NS,67.29,54.84,atrBuySignal,atrSellSignal,8.0,10.0,18.0,18.0,44.44,0.81
BEARDSELL.NS,-35.42,54.77,stochasticBuySignal,atrSellSignal,4.0,6.0,10.0,10.0,40.0,-1.55
SMARTLINK.NS,65.54,54.68,"atrBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,0.83
SHAILY.NS,47.67,54.47,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,3.0,6.0,6.0,50.0,1.14
TATACHEM.NS,393.82,54.46,atrBuySignal,atrSellSignal,18.0,30.0,48.0,48.0,37.5,0.14
EASEMYTRIP.NS,236.2,54.44,"atrBuySignal,rsiBuySignal",atrSellSignal,6.0,13.0,19.0,19.0,31.58,0.23
STARTECK.NS,54.47,54.4,rsiBuySignal,atrSellSignal,2.0,3.0,5.0,5.0,40.0,1.0
MARKSANS.NS,325.64,54.39,atrBuySignal,atrSellSignal,15.0,32.0,47.0,47.0,31.91,0.17
LOKESHMACH.NS,578.78,54.24,atrBuySignal,atrSellSignal,14.0,21.0,35.0,35.0,40.0,0.09
HDFCLIFE.NS,74.56,53.32,rsiBuySignal,atrSellSignal,17.0,19.0,36.0,36.0,47.22,0.72
ACCELYA.NS,22.82,53.3,atrBuySignal,atrSellSignal,12.0,21.0,33.0,33.0,36.36,2.34
DREDGECORP.NS,85.74,53.21,atrBuySignal,atrSellSignal,16.0,25.0,41.0,41.0,39.02,0.62
DIAMONDYD.NS,-24.09,52.8,"atrBuySignal,stochasticBuySignal",atrSellSignal,3.0,0.0,3.0,3.0,100.0,-2.19
PODDARMENT.NS,68.37,52.77,stochasticBuySignal,atrSellSignal,5.0,4.0,9.0,9.0,55.56,0.77
KIMS.NS,95.21,52.54,atrBuySignal,atrSellSignal,6.0,6.0,12.0,12.0,50.0,0.55
METROBRAND.NS,116.65,52.17,atrBuySignal,atrSellSignal,5.0,6.0,11.0,11.0,45.45,0.45
HARDWYN.NS,423.33,52.15,atrBuySignal,atrSellSignal,5.0,10.0,15.0,15.0,33.33,0.12
GAEL.NS,619.07,52.15,atrBuySignal,atrSellSignal,15.0,25.0,40.0,40.0,37.5,0.08
ALLCARGO.NS,57.06,52.14,rsiBuySignal,atrSellSignal,12.0,24.0,36.0,36.0,33.33,0.91
TRACXN.NS,3.0,52.11,rsiBuySignal,atrSellSignal,3.0,1.0,4.0,4.0,75.0,17.37
TVTODAY.NS,-15.9,52.05,stochasticBuySignal,atrSellSignal,4.0,10.0,14.0,14.0,28.57,-3.27
20MICRONS.NS,345.35,52.05,atrBuySignal,atrSellSignal,16.0,21.0,38.0,38.0,42.11,0.15
CHEMBOND.NS,148.5,51.96,"atrBuySignal,rsiBuySignal",atrSellSignal,6.0,9.0,15.0,15.0,40.0,0.35
KAPSTON.NS,265.9,51.66,"atrBuySignal,rsiBuySignal",atrSellSignal,8.0,18.0,27.0,27.0,29.63,0.19
TERASOFT.NS,-55.58,51.49,atrBuySignal,atrSellSignal,12.0,21.0,33.0,33.0,36.36,-0.93
GLS.NS,7.23,51.25,"atrBuySignal,rsiBuySignal",atrSellSignal,4.0,5.0,9.0,9.0,44.44,7.09
CSLFINANCE.NS,95.23,51.17,stochasticBuySignal,atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.54
CAPACITE.NS,-11.95,51.11,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-4.28
IEX.NS,171.89,51.08,atrBuySignal,atrSellSignal,13.0,21.0,34.0,34.0,38.24,0.3
HLEGLAS.NS,12.86,51.03,"atrBuySignal,rsiBuySignal",atrSellSignal,3.0,6.0,9.0,9.0,33.33,3.97
USK.NS,65.24,50.91,"atrBuySignal,stochasticBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.78
BIKAJI.NS,64.1,50.88,atrBuySignal,atrSellSignal,4.0,2.0,6.0,6.0,66.67,0.79
GUFICBIO.NS,457.95,50.73,atrBuySignal,atrSellSignal,14.0,24.0,38.0,38.0,36.84,0.11
ROSSARI.NS,-2.0,50.64,atrBuySignal,atrSellSignal,6.0,7.0,13.0,13.0,46.15,-25.32
VTL.NS,106.88,50.44,atrBuySignal,atrSellSignal,13.0,22.0,35.0,35.0,37.14,0.47
MRF.NS,163.13,50.4,rsiBuySignal,atrSellSignal,19.0,26.0,45.0,45.0,42.22,0.31
CANFINHOME.NS,128.66,50.21,"atrBuySignal,rsiBuySignal",atrSellSignal,14.0,23.0,37.0,37.0,37.84,0.39
INDUSINDBK.NS,36.29,49.78,rsiBuySignal,atrSellSignal,19.0,28.0,47.0,47.0,40.43,1.37
GENCON.NS,-26.31,49.75,stochasticBuySignal,atrSellSignal,1.0,4.0,5.0,5.0,20.0,-1.89
ARVINDFASN.NS,-2.45,49.72,atrBuySignal,atrSellSignal,14.0,16.0,30.0,30.0,46.67,-20.29
SMLISUZU.NS,89.74,49.4,atrBuySignal,atrSellSignal,17.0,24.0,41.0,41.0,41.46,0.55
ASHOKA.NS,63.08,49.11,atrBuySignal,atrSellSignal,21.0,19.0,40.0,40.0,52.5,0.78
PPLPHARMA.NS,-24.84,49.07,rsiBuySignal,atrSellSignal,2.0,2.0,4.0,4.0,50.0,-1.98
DCXINDIA.NS,0.21,49.06,rsiBuySignal,atrSellSignal,3.0,2.0,5.0,5.0,60.0,233.62
INDNIPPON.NS,192.48,48.99,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,22.0,35.0,35.0,37.14,0.25
FCL.NS,1214.52,48.99,rsiBuySignal,atrSellSignal,15.0,21.0,36.0,36.0,41.67,0.04
SHANTI.NS,-46.5,48.64,"atrBuySignal,stochasticBuySignal",atrSellSignal,9.0,15.0,24.0,24.0,37.5,-1.05
MOTISONS.NS,56.78,48.38,atrBuySignal,atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.85
NAVA.NS,332.0,48.28,stochasticBuySignal,atrSellSignal,3.0,5.0,8.0,8.0,37.5,0.15
GHCL.NS,96.96,48.16,"atrBuySignal,rsiBuySignal",atrSellSignal,13.0,23.0,36.0,36.0,36.11,0.5
