Stock,Stock Growth,Profit,BuyColumns,SellColumn,Wins,Losses,Entries,Exits,Winrate,Profit/StockGrowth
DEVYANI.NS,30.4,23.99,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,5.0,6.0,11.0,11.0,45.45,0.79
UPL.NS,-17.12,23.55,closeAboveATRBuySignal,atrSellSignal,12.0,16.0,28.0,28.0,42.86,-1.38
VOLTAS.NS,99.07,23.5,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,7.0,16.0,23.0,23.0,30.43,0.24
PVRINOX.NS,-20.63,22.91,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-1.11
NAVINFLUOR.NS,221.24,22.67,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,12.0,20.0,20.0,40.0,0.1
AEGISCHEM.NS,152.0,22.29,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.15
HDFCBANK.NS,19.76,21.83,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,12.0,16.0,28.0,28.0,42.86,1.1
GSPL.NS,71.19,21.5,closeAboveATRBuySignal,atrSellSignal,9.0,14.0,23.0,23.0,39.13,0.3
ADANIENSOL.NS,27.2,21.44,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.79
KOTAKBANK.NS,7.08,21.21,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,11.0,12.0,23.0,23.0,47.83,3.0
LALPATHLAB.NS,44.07,20.75,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,11.0,14.0,25.0,25.0,44.0,0.47
HINDUNILVR.NS,15.24,20.64,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,9.0,18.0,18.0,50.0,1.35
JMFINANCIL.NS,-12.03,20.43,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,6.0,6.0,12.0,12.0,50.0,-1.7
FDC.NS,110.9,19.93,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.18
HDFCAMC.NS,16.71,19.61,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,12.0,21.0,21.0,42.86,1.17
LICHSGFIN.NS,48.9,18.94,closeAboveATRBuySignal,atrSellSignal,15.0,14.0,29.0,29.0,51.72,0.39
NUVAMA.NS,102.78,18.87,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.18
MANYAVAR.NS,-1.63,18.06,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,2.0,5.0,7.0,7.0,28.57,-11.08
VIPIND.NS,19.79,18.04,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,13.0,23.0,23.0,43.48,0.91
ZFCVINDIA.NS,112.25,17.76,"stochasticBuySignal,closeAboveATRBuySignal",atrSellSignal,4.0,2.0,6.0,6.0,66.67,0.16
RRKABEL.NS,69.72,17.04,closeAboveATRBuySignal,atrSellSignal,2.0,2.0,4.0,4.0,50.0,0.24
SAPPHIRE.NS,22.05,16.85,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,4.0,5.0,9.0,9.0,44.44,0.76
SUNTV.NS,35.88,16.83,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,2.0,1.0,3.0,3.0,66.67,0.47
NATIONALUM.NS,327.78,16.82,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,13.0,17.0,30.0,30.0,43.33,0.05
ASHOKLEY.NS,108.95,16.39,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,13.0,12.0,25.0,25.0,52.0,0.15
AVANTIFEED.NS,-16.99,14.85,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,9.0,11.0,20.0,20.0,45.0,-0.87
TMB.NS,-5.39,13.84,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,-2.57
MEDPLUS.NS,-38.06,13.76,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,-0.36
VGUARD.NS,59.89,13.03,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,6.0,9.0,15.0,15.0,40.0,0.22
MGL.NS,30.51,12.14,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,9.0,16.0,25.0,25.0,36.0,0.4
PAYTM.NS,-75.79,11.99,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,-0.16
RITES.NS,119.17,11.97,closeAboveATRBuySignal,atrSellSignal,10.0,16.0,26.0,26.0,38.46,0.1
GILLETTE.NS,-2.31,11.3,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,6.0,8.0,14.0,14.0,42.86,-4.89
HOMEFIRST.NS,66.86,11.23,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,5.0,10.0,15.0,15.0,33.33,0.17
ICICIGI.NS,21.96,10.91,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,9.0,12.0,21.0,21.0,42.86,0.5
SBILIFE.NS,48.25,10.89,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,8.0,16.0,24.0,24.0,33.33,0.23
KPIL.NS,131.6,9.75,closeAboveATRBuySignal,atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.07
LATENTVIEW.NS,3.71,9.28,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,4.0,4.0,8.0,8.0,50.0,2.5
HDFCLIFE.NS,-3.2,8.12,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,14.0,24.0,24.0,41.67,-2.54
JSWINFRA.NS,52.07,7.82,closeAboveATRBuySignal,atrSellSignal,2.0,2.0,4.0,4.0,50.0,0.15
PAGEIND.NS,49.95,6.72,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,9.0,16.0,25.0,25.0,36.0,0.13
INDUSTOWER.NS,38.1,6.58,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,7.0,11.0,18.0,18.0,38.89,0.17
MINDACORP.NS,309.09,5.73,closeAboveATRBuySignal,atrSellSignal,13.0,15.0,28.0,28.0,46.43,0.02
SANOFI.NS,17.74,5.08,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,0.29
MANKIND.NS,64.34,4.9,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,2.0,4.0,6.0,6.0,33.33,0.08
POLICYBZR.NS,-0.4,4.51,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,-11.27
ARE&M.NS,56.79,4.33,"closeAboveATRBuySignal,atrBuySignal",atrSellSignal,1.0,2.0,3.0,3.0,33.33,0.08
DELHIVERY.NS,-15.48,4.01,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,3.0,5.0,8.0,8.0,37.5,-0.26
COROMANDEL.NS,112.11,3.95,closeAboveATRBuySignal,atrSellSignal,8.0,17.0,25.0,25.0,32.0,0.04
ROUTE.NS,136.34,3.86,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.03
HINDZINC.NS,89.77,2.93,"stochasticBuySignal,closeAboveATRBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.03
MARICO.NS,46.15,2.81,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,10.0,14.0,24.0,24.0,41.67,0.06
INDIGOPNTS.NS,-57.9,2.42,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,2.0,7.0,9.0,9.0,22.22,-0.04
IPCALAB.NS,135.07,2.32,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,7.0,14.0,21.0,21.0,33.33,0.02
LLOYDSME.NS,28.27,2.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.07
BATAINDIA.NS,-24.35,1.91,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,7.0,14.0,21.0,21.0,33.33,-0.08
HONASA.NS,14.89,1.56,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.1
CLEAN.NS,-18.14,1.18,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.07
FEDERALBNK.NS,71.1,0.99,"closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,13.0,17.0,30.0,30.0,43.33,0.01
IGL.NS,2.57,0.87,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,0.0,1.0,1.0,100.0,0.34
JIOFIN.NS,48.69,0.72,"closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,0.01
CONCOR.NS,61.75,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
HAPPYFORGE.NS,-10.7,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
CELLO.NS,7.72,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
DOMS.NS,30.73,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
DABUR.NS,9.66,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
CUB.NS,-33.88,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
CRISIL.NS,123.05,0.0,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
NYKAA.NS,-54.25,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
INDIAMART.NS,145.42,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
PGHH.NS,39.75,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
GPPL.NS,134.46,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
TVSSCS.NS,-10.15,0.0,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
BANDHANBNK.NS,-65.5,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,-0.0
JUBLFOOD.NS,30.97,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
SIEMENS.NS,274.82,0.0,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,0.0,0.0,0.0,0.0,0.0,0.0
MAPMYINDIA.NS,37.92,-1.25,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.03
AETHER.NS,7.43,-1.4,closeAboveATRBuySignal,atrSellSignal,6.0,3.0,9.0,9.0,66.67,-0.19
STLTECH.NS,6.85,-1.62,closeAboveATRBuySignal,atrSellSignal,10.0,18.0,28.0,28.0,35.71,-0.24
BIOCON.NS,-11.17,-2.47,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.22
PETRONET.NS,12.58,-3.45,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.27
TATATECH.NS,-20.74,-4.7,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.23
SBFC.NS,-4.77,-5.26,"stochasticBuySignal,closeAboveATRBuySignal,atrBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-1.1
WHIRLPOOL.NS,-38.2,-6.46,"stochasticBuySignal,closeAboveATRBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.17
SONACOMS.NS,88.61,-6.84,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,1.0,2.0,2.0,50.0,-0.08
YESBANK.NS,-48.66,-9.79,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,1.0,3.0,4.0,4.0,25.0,-0.2
RAJESHEXPO.NS,-57.78,-11.89,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal",atrSellSignal,2.0,2.0,4.0,4.0,50.0,-0.21
RBA.NS,-25.93,-13.19,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,1.0,1.0,1.0,0.0,-0.51
BBTC.NS,45.52,-13.88,"stochasticBuySignal,closeAboveATRBuySignal,rsiBuySignal,atrBuySignal",atrSellSignal,0.0,2.0,2.0,2.0,0.0,-0.3
APTUS.NS,-8.99,-18.61,"stochasticBuySignal,closeAboveATRBuySignal",atrSellSignal,1.0,5.0,6.0,6.0,16.67,-2.07
